Journal Title,MEDLINE Abbreviation,ISSN (Print),ISSN (Online),Country,Categories,Start Year,NLM ID
Applied psychophysiology and biofeedback.,Appl Psychophysiol Biofeedback,1090-0586,1573-3270,Germany,Behavioral Sciences; Psychophysiology,1997,9712383
Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists.,Arch Clin Neuropsychol,0887-6177,1873-5843,United States,Neurology; Psychology,1986,9004255
"Attention, perception & psychophysics.",Atten Percept Psychophys,1943-3921,1943-393X,United States,Psychology; Psychophysiology,2009,101495384
Audiology & neuro-otology.,Audiol Neurootol,1420-3030,1421-9700,Switzerland,Audiology; Psychophysiology,1996,9606930
Autonomic neuroscience : basic & clinical.,Auton Neurosci,1566-0702,1872-7484,Netherlands,Neurology,2000,100909359
BMC neurology.,BMC Neurol,,1471-2377,England,Neurology,2001,100968555
BMC neuroscience.,BMC Neurosci,,1471-2202,England,Neurology,2000,100966986
BMJ supportive & palliative care.,BMJ Support Palliat Care,2045-435X,2045-4368,England,Palliative Care; Psychophysiology; Therapeutics,2011,101565123
Behavioral and brain functions : BBF.,Behav Brain Funct,,1744-9081,England,Behavioral Sciences; Brain,2005,101245751
Behavioral neuroscience.,Behav Neurosci,0735-7044,1939-0084,United States,Behavioral Sciences; Neurology,1983,8302411
Behavioral sleep medicine.,Behav Sleep Med,1540-2002,1540-2010,England,Behavioral Sciences; Psychophysiology,2003,101149327
Behavioural brain research.,Behav Brain Res,0166-4328,1872-7549,Netherlands,Behavioral Sciences; Brain,1980,8004872
Behavioural neurology.,Behav Neurol,0953-4180,1875-8584,Netherlands,Behavioral Sciences; Neurology,1988,8914585
Biological cybernetics.,Biol Cybern,0340-1200,1432-0770,Germany,Neurology; Physiology,1975,7502533
Biological psychiatry.,Biol Psychiatry,0006-3223,1873-2402,United States,Psychiatry; Psychophysiology,1969,0213264
Biological psychiatry. Cognitive neuroscience and neuroimaging.,Biol Psychiatry Cogn Neurosci Neuroimaging,2451-9022,2451-9030,United States,Diagnostic Imaging; Neurology; Psychiatry,2016,101671285
Biological psychology.,Biol Psychol,0301-0511,1873-6246,Netherlands,Psychophysiology,1973,0375566
Brain & development.,Brain Dev,0387-7604,1872-7131,Netherlands,Brain; Pediatrics,1979,7909235
Brain : a journal of neurology.,Brain,0006-8950,1460-2156,England,Brain; Neurology,1878,0372537
Brain and behavior.,Brain Behav,,2162-3279,United States,Behavioral Sciences; Brain,2011,101570837
Brain and cognition.,Brain Cogn,0278-2626,1090-2147,United States,Brain; Psychophysiology,1982,8218014
Brain and language.,Brain Lang,0093-934X,1090-2155,Netherlands,Brain; Psychophysiology; Speech-Language Pathology,1974,7506220
Brain connectivity.,Brain Connect,2158-0014,2158-0022,United States,Brain; Neurology,2011,101550313
Brain imaging and behavior.,Brain Imaging Behav,1931-7557,1931-7565,United States,Behavioral Sciences; Brain; Diagnostic Imaging,2007,101300405
Brain impairment : a multidisciplinary journal of the Australian Society for the Study of Brain Impairment.,Brain Impair,1443-9646,1839-5252,Australia,Brain; Neurology,2000,101121542
Brain injury,Brain Inj,0269-9052,1362-301X,England,Brain,1987,8710358
Brain pathology.,Brain Pathol,1015-6305,1750-3639,Switzerland,Brain; Pathology,1990,9216781
Brain research bulletin.,Brain Res Bull,0361-9230,1873-2747,United States,Brain,1976,7605818
Brain research.,Brain Res,0006-8993,1872-6240,Netherlands,Brain,1966,0045503
Brain stimulation.,Brain Stimul,1935-861X,1876-4754,United States,Brain,2008,101465726
Brain structure & function.,Brain Struct Funct,1863-2653,1863-2661,Germany,Brain,2007,101282001
Brain topography.,Brain Topogr,0896-0267,1573-6792,United States,Brain,1988,8903034
Brain tumor pathology.,Brain Tumor Pathol,1433-7398,1861-387X,Japan,Brain; Neoplasms; Pathology,1997,9716507
"Brain, behavior and evolution.",Brain Behav Evol,0006-8977,1421-9743,Switzerland,Behavioral Sciences; Biology; Brain,1968,0151620
"Brain, behavior, and immunity.",Brain Behav Immun,0889-1591,1090-2139,Netherlands,Allergy and Immunology; Brain; Psychophysiology,1987,8800478
British journal of neurosurgery.,Br J Neurosurg,0268-8697,1360-046X,England,Neurosurgery,1987,8800054
CNS & neurological disorders drug targets.,CNS Neurol Disord Drug Targets,1871-5273,1996-3181,United Arab Emirates,Drug Therapy; Neurology,2006,101269155
CNS drugs.,CNS Drugs,1172-7047,1179-1934,New Zealand,Drug Therapy; Neurology; Pharmacology,1994,9431220
CNS neuroscience & therapeutics.,CNS Neurosci Ther,1755-5930,1755-5949,England,Neurology; Therapeutics,2008,101473265
CNS spectrums.,CNS Spectr,1092-8529,2165-6509,United States,Neurology; Psychiatry,1996,9702877
Cellular and molecular neurobiology.,Cell Mol Neurobiol,0272-4340,1573-6830,Netherlands,Cell Biology; Molecular Biology; Neurology,1981,8200709
Central nervous system agents in medicinal chemistry.,Cent Nerv Syst Agents Med Chem,1871-5249,1875-6166,United Arab Emirates,Chemistry; Neurology; Pharmacology,2006,101269163
Cephalalgia : an international journal of headache.,Cephalalgia,0333-1024,1468-2982,England,Neurology; Psychophysiology,1981,8200710
Cerebral cortex.,Cereb Cortex,1047-3211,1460-2199,United States,Brain,1991,9110718
Cerebrovascular diseases.,Cerebrovasc Dis,1015-9770,1421-9786,Switzerland,Brain; Vascular Diseases,1991,9100851
Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence.,Child Neuropsychol,0929-7049,1744-4136,England,Neurology; Psychology,1995,9512515
Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery.,Childs Nerv Syst,0256-7040,1433-0350,Germany,Neurology; Pediatrics,1985,8503227
Clinical EEG and neuroscience.,Clin EEG Neurosci,1550-0594,2169-5202,United States,Brain; Neurology,2004,101213033
Clinical autonomic research : official journal of the Clinical Autonomic Research Society.,Clin Auton Res,0959-9851,1619-1560,Germany,Neurology,1991,9106549
Clinical neurology and neurosurgery.,Clin Neurol Neurosurg,0303-8467,1872-6968,Netherlands,Neurology; Neurosurgery,1974,7502039
Clinical neuropathology.,Clin Neuropathol,0722-5091,,Germany,Neurology; Pathology,1982,8214420
Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology.,Clin Neurophysiol,1388-2457,1872-8952,Netherlands,Neurology; Psychophysiology,1999,100883319
Clinical neuroradiology.,Clin Neuroradiol,1869-1439,1869-1447,Germany,Neurology; Radiology,2010,101526693
Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology.,Cogn Behav Neurol,1543-3633,1543-3641,United States,Neurology; Psychiatry; Psychology,2003,101167278
Cognitive neuropsychiatry.,Cogn Neuropsychiatry,1354-6805,1464-0619,England,Neurology; Psychiatry,1990,9713497
Cognitive neuropsychology.,Cogn Neuropsychol,0264-3294,1464-0627,England,Neurology; Psychology,1984,8411889
Cognitive neuroscience.,Cogn Neurosci,1758-8928,1758-8936,England,Neurology; Psychology,2010,101518151
"Cognitive, affective & behavioral neuroscience.",Cogn Affect Behav Neurosci,1530-7026,1531-135X,United States,Behavioral Sciences; Neurology,2001,101083946
Consciousness and cognition.,Conscious Cogn,1053-8100,1090-2376,United States,Psychology; Psychophysiology,1992,9303140
Continuum : lifelong learning in neurology.,Continuum (Minneap Minn),1080-2371,1538-6899,United States,Neurology,1994,9509333
Cortex; a journal devoted to the study of the nervous system and behavior.,Cortex,0010-9452,1973-8102,Italy,Behavioral Sciences; Brain; Neurology,1964,0100725
Current Alzheimer research.,Curr Alzheimer Res,1567-2050,1875-5828,United Arab Emirates,Neurology,2004,101208441
Current neurology and neuroscience reports.,Curr Neurol Neurosci Rep,1528-4042,1534-6293,United States,Neurology,2000,100931790
Current neuropharmacology.,Curr Neuropharmacol,1570-159X,1875-6190,United Arab Emirates,Neurology; Pharmacology,2003,101157239
Current neurovascular research.,Curr Neurovasc Res,1567-2026,1875-5739,United Arab Emirates,Neurology; Vascular Diseases,2004,101208439
Current opinion in neurobiology.,Curr Opin Neurobiol,0959-4388,1873-6882,England,Biology; Neurology,1991,9111376
Current opinion in neurology.,Curr Opin Neurol,1350-7540,1473-6551,England,Neurology,1993,9319162
Current pain and headache reports.,Curr Pain Headache Rep,1531-3433,1534-3081,United States,Neurology; Psychophysiology,2001,100970666
Current topics in behavioral neurosciences.,Curr Top Behav Neurosci,1866-3370,1866-3389,Germany,Behavioral Sciences; Neurology,2009,101535383
Dementia and geriatric cognitive disorders.,Dement Geriatr Cogn Disord,1420-8008,1421-9824,Switzerland,Geriatrics; Neurology; Psychiatry,1997,9705200
Der Nervenarzt.,Nervenarzt,0028-2804,1433-0407,Germany,Neurology,1928,0400773
Der Schmerz.,Schmerz,0932-433X,1432-2129,Germany,Neurology; Psychophysiology,1987,8906258
Developmental cognitive neuroscience.,Dev Cogn Neurosci,1878-9293,1878-9307,Netherlands,Neurology; Psychophysiology,2011,101541838
Developmental medicine and child neurology.,Dev Med Child Neurol,0012-1622,1469-8749,England,Neurology; Pediatrics,1962,0006761
Developmental neurobiology.,Dev Neurobiol,1932-8451,1932-846X,United States,Biology; Neurology,2007,101300215
Developmental neuropsychology.,Dev Neuropsychol,8756-5641,1532-6942,England,Neurology; Psychology,1985,8702038
Developmental neurorehabilitation.,Dev Neurorehabil,1751-8423,1751-8431,England,Neurology; Pediatrics; Physical and Rehabilitation Medicine,2007,101304394
Developmental neuroscience.,Dev Neurosci,0378-5866,1421-9859,Switzerland,Neurology,1978,7809375
Developmental psychobiology.,Dev Psychobiol,0012-1630,1098-2302,United States,Pediatrics; Psychophysiology,1968,0164074
Dialogues in clinical neuroscience.,Dialogues Clin Neurosci,1294-8322,1958-5969,England,Neurology,1999,101238198
Dyslexia : the journal of the British Dyslexia Association.,Dyslexia,1076-9242,1099-0909,England,Neurology,1995,9511375
Epilepsia open.,Epilepsia Open,,2470-9239,United States,Neurology,2016,101692036
Epilepsia.,Epilepsia,0013-9580,1528-1167,United States,Brain; Neurology,1909,2983306R
Epilepsy & behavior : E&B.,Epilepsy Behav,1525-5050,1525-5069,United States,Behavioral Sciences; Neurology,2000,100892858
Epilepsy research.,Epilepsy Res,0920-1211,1872-6844,Netherlands,Brain; Neurology,1987,8703089
Epileptic disorders : international epilepsy journal with videotape.,Epileptic Disord,1294-9361,1950-6945,United States,Brain; Neurology,1999,100891853
European archives of psychiatry and clinical neuroscience.,Eur Arch Psychiatry Clin Neurosci,0940-1334,1433-8491,Germany,Neurology; Psychiatry,1990,9103030
European journal of neurology.,Eur J Neurol,1351-5101,1468-1331,England,Neurology,1994,9506311
European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society.,Eur J Paediatr Neurol,1090-3798,1532-2130,England,Neurology; Pediatrics,1997,9715169
European journal of pain : EJP.,Eur J Pain,1090-3801,1532-2149,England,Neurology; Palliative Care; Psychophysiology,1997,9801774
European neurology.,Eur Neurol,0014-3022,1421-9913,Switzerland,Neurology,1968,0150760
European stroke journal.,Eur Stroke J,2396-9873,2396-9881,England,Brain; Vascular Diseases,2016,101688446
Experimental brain research.,Exp Brain Res,0014-4819,1432-1106,Germany,Brain,1966,0043312
Experimental neurology.,Exp Neurol,0014-4886,1090-2430,United States,Neurology,1959,0370712
Expert review of neurotherapeutics.,Expert Rev Neurother,1473-7175,1744-8360,England,Neurology; Therapeutics,2001,101129944
Fluids and barriers of the CNS.,Fluids Barriers CNS,,2045-8118,England,Brain; Neurology,2011,101553157
Folia neuropathologica,Folia Neuropathol,1641-4640,1509-572X,Poland,Neurology; Pathology,1994,9437431
Fortschritte der Neurologie-Psychiatrie.,Fortschr Neurol Psychiatr,0720-4299,1439-3522,Germany,Neurology; Psychiatry,1981,8103137
Frontiers in neural circuits.,Front Neural Circuits,,1662-5110,Switzerland,Brain; Neurology,2007,101477940
Frontiers in neuroendocrinology.,Front Neuroendocrinol,0091-3022,1095-6808,United States,Endocrinology; Neurology,1969,7513292
"Genes, brain, and behavior.",Genes Brain Behav,1601-1848,1601-183X,England,Behavioral Sciences; Brain; Genetics,2002,101129617
Glia.,Glia,0894-1491,1098-1136,United States,Neurology,1988,8806785
Handbook of clinical neurology.,Handb Clin Neurol,0072-9752,,Netherlands,Neurology,1968,0166161
Headache.,Headache,0017-8748,1526-4610,United States,Neurology; Psychophysiology,1961,2985091R
Hippocampus.,Hippocampus,1050-9631,1098-1063,United States,Brain,1991,9108167
Human brain mapping.,Hum Brain Mapp,1065-9471,1097-0193,United States,Brain,1993,9419065
Ideggyógyászati szemle.,Ideggyogy Sz,0019-1442,2498-6208,Hungary,Neurology,1955,17510500R
International journal of developmental neuroscience : the official journal of the International Society for Developmental Neuroscience.,Int J Dev Neurosci,0736-5748,1873-474X,United States,Neurology,1983,8401784
International journal of psychophysiology : official journal of the International Organization of Psychophysiology.,Int J Psychophysiol,0167-8760,1872-7697,Netherlands,Psychophysiology,1983,8406214
International review of neurobiology.,Int Rev Neurobiol,0074-7742,2162-5514,United States,Biology; Neurology,1959,0374740
"Interventional neuroradiology : journal of peritherapeutic neuroradiology, surgical procedures and related neurosciences.",Interv Neuroradiol,1591-0199,2385-2011,United States,Neurology; Radiology,1995,9602695
JAMA neurology.,JAMA Neurol,2168-6149,2168-6157,United States,Neurology,2013,101589536
Journal of Alzheimer's disease : JAD.,J Alzheimers Dis,1387-2877,1875-8908,United States,Geriatrics; Neurology,1998,9814863
Journal of Huntington's disease.,J Huntingtons Dis,1879-6397,1879-6400,United States,Neurology,2012,101589965
Journal of Parkinson's disease.,J Parkinsons Dis,1877-7171,1877-718X,United States,Neurology,2011,101567362
Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism.,J Cereb Blood Flow Metab,0271-678X,1559-7016,United States,Brain; Metabolism; Vascular Diseases,1981,8112566
Journal of chemical neuroanatomy.,J Chem Neuroanat,0891-0618,1873-6300,Netherlands,Anatomy; Chemistry; Neurology,1988,8902615
Journal of child neurology.,J Child Neurol,0883-0738,1708-8283,United States,Neurology; Pediatrics,1986,8606714
Journal of clinical and experimental neuropsychology.,J Clin Exp Neuropsychol,1380-3395,1744-411X,England,Neurology; Psychology,1985,8502170
Journal of clinical neuromuscular disease.,J Clin Neuromuscul Dis,1522-0443,1537-1611,United States,Neurology; Physiology,1999,100887391
Journal of clinical neurophysiology : official publication of the American Electroencephalographic Society.,J Clin Neurophysiol,0736-0258,1537-1603,United States,Neurology; Physiology,1984,8506708
Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia.,J Clin Neurosci,0967-5868,1532-2653,Scotland,Neurology,1994,9433352
Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine.,J Clin Sleep Med,1550-9389,1550-9397,Switzerland,Neurology; Psychophysiology,2005,101231977
Journal of cognitive neuroscience.,J Cogn Neurosci,0898-929X,1530-8898,United States,Neurology,1989,8910747
"Journal of comparative physiology. A, Neuroethology, sensory, neural, and behavioral physiology.",J Comp Physiol A Neuroethol Sens Neural Behav Physiol,0340-7594,1432-1351,Germany,Behavioral Sciences; Neurology,2001,101141792
Journal of computational neuroscience.,J Comput Neurosci,0929-5313,1573-6873,United States,Computational Biology; Neurology,1994,9439510
Journal of geriatric psychiatry and neurology.,J Geriatr Psychiatry Neurol,0891-9887,1552-5708,United States,Geriatrics; Neurology; Psychiatry,1988,8805645
Journal of integrative neuroscience.,J Integr Neurosci,0219-6352,,Singapore,Neurology,2002,101156357
Journal of molecular neuroscience : MN.,J Mol Neurosci,0895-8696,1559-1166,United States,Molecular Biology; Neurology,1989,9002991
Journal of musculoskeletal & neuronal interactions.,J Musculoskelet Neuronal Interact,1108-7161,,Greece,Neurology; Orthopedics; Physiology,2000,101084496
Journal of neural engineering.,J Neural Eng,1741-2560,1741-2552,England,Biomedical Engineering; Neurology,2004,101217933
Journal of neural transmission.,J Neural Transm (Vienna),0300-9564,1435-1463,Austria,Neurology; Physiology,1996,9702341
Journal of neuro-oncology.,J Neurooncol,0167-594X,1573-7373,United States,Neoplasms; Neurology,1983,8309335
Journal of neuro-ophthalmology : the official journal of the North American Neuro-Ophthalmology Society.,J Neuroophthalmol,1070-8022,1536-5166,United States,Neurology; Ophthalmology,1994,9431308
Journal of neurochemistry.,J Neurochem,0022-3042,1471-4159,England,Chemistry; Neurology,1956,2985190R
Journal of neurodevelopmental disorders.,J Neurodev Disord,1866-1947,1866-1955,England,Neurology; Psychiatry,2009,101483832
Journal of neuroendocrinology.,J Neuroendocrinol,0953-8194,1365-2826,United States,Endocrinology; Neurology,1989,8913461
Journal of neuroengineering and rehabilitation.,J Neuroeng Rehabil,,1743-0003,England,Biomedical Engineering; Neurology; Physical and Rehabilitation Medicine,2004,101232233
Journal of neurogenetics.,J Neurogenet,0167-7063,1563-5260,England,"Genetics, Medical; Neurology",1983,8406473
Journal of neuroimaging : official journal of the American Society of Neuroimaging.,J Neuroimaging,1051-2284,1552-6569,United States,Diagnostic Imaging; Neurology,1991,9102705
Journal of neuroimmune pharmacology : the official journal of the Society on NeuroImmune Pharmacology.,J Neuroimmune Pharmacol,1557-1890,1557-1904,United States,Allergy and Immunology; Neurology; Pharmacology,2006,101256586
Journal of neuroimmunology.,J Neuroimmunol,0165-5728,1872-8421,Netherlands,Allergy and Immunology; Neurology,1981,8109498
Journal of neuroinflammation.,J Neuroinflammation,,1742-2094,England,Neurology,2004,101222974
Journal of neurointerventional surgery.,J Neurointerv Surg,1759-8478,1759-8486,England,General Surgery; Neurology,2009,101517079
Journal of neurologic physical therapy : JNPT.,J Neurol Phys Ther,1557-0576,1557-0584,United States,Neurology; Physical and Rehabilitation Medicine,2003,101193365
"Journal of neurological surgery. Part A, Central European neurosurgery.",J Neurol Surg A Cent Eur Neurosurg,2193-6315,2193-6323,Germany,Neurosurgery,2012,101580767
"Journal of neurology, neurosurgery, and psychiatry.",J Neurol Neurosurg Psychiatry,0022-3050,1468-330X,England,Neurology; Neurosurgery; Psychiatry,1944,2985191R
Journal of neurology.,J Neurol,0340-5354,1432-1459,Germany,Neurology,1974,0423161
Journal of neuromuscular diseases.,J Neuromuscul Dis,2214-3599,2214-3602,United States,Neurology,2014,101649948
Journal of neuropathology and experimental neurology.,J Neuropathol Exp Neurol,0022-3069,1554-6578,England,Neurology; Pathology,1942,2985192R
Journal of neurophysiology.,J Neurophysiol,0022-3077,1522-1598,United States,Neurology; Physiology,1938,0375404
Journal of neuropsychology.,J Neuropsychol,1748-6645,1748-6653,England,Neurology; Psychology,2007,101468753
Journal of neuroradiology = Journal de neuroradiologie.,J Neuroradiol,0150-9861,,France,Neurology; Radiology,1976,7705086
Journal of neuroscience methods.,J Neurosci Methods,0165-0270,1872-678X,Netherlands,Neurology,1979,7905558
Journal of neuroscience research.,J Neurosci Res,0360-4012,1097-4547,United States,Neurology,1975,7600111
Journal of neurosurgery.,J Neurosurg,0022-3085,1933-0693,United States,Neurosurgery,1944,0253357
Journal of neurosurgery. Pediatrics.,J Neurosurg Pediatr,1933-0707,1933-0715,United States,Neurosurgery; Pediatrics,2008,101463759
Journal of neurosurgery. Spine.,J Neurosurg Spine,1547-5654,1547-5646,United States,Neurosurgery,2004,101223545
Journal of neurosurgical anesthesiology.,J Neurosurg Anesthesiol,0898-4921,1537-1921,United States,Anesthesiology; Neurosurgery,1989,8910749
Journal of neurosurgical sciences.,J Neurosurg Sci,0390-5616,1827-1855,Italy,Neurosurgery,1973,0432557
Journal of neurotrauma.,J Neurotrauma,0897-7151,1557-9042,United States,Neurology; Traumatology,1988,8811626
Journal of neurovirology.,J Neurovirol,1355-0284,1538-2443,United States,Neurology; Virology,1995,9508123
Journal of opioid management.,J Opioid Manag,1551-7489,,United States,Drug Therapy; Neurology; Psychophysiology; Substance-Related Disorders,2005,101234523
Journal of oral & facial pain and headache.,J Oral Facial Pain Headache,2333-0384,2333-0376,Singapore,Dentistry; Neurology; Psychophysiology,2014,101624698
Journal of pain & palliative care pharmacotherapy.,J Pain Palliat Care Pharmacother,1536-0288,1536-0539,England,Drug Therapy; Palliative Care; Psychophysiology,2002,101125608
Journal of pain and symptom management.,J Pain Symptom Manage,0885-3924,1873-6513,United States,Palliative Care; Psychophysiology; Therapeutics,1986,8605836
Journal of psychiatry & neuroscience : JPN.,J Psychiatry Neurosci,1180-4882,1488-2434,Canada,Neurology; Psychiatry,1991,9107859
Journal of reconstructive microsurgery.,J Reconstr Microsurg,0743-684X,1098-8947,United States,General Surgery; Neurosurgery,1984,8502670
Journal of sleep research.,J Sleep Res,0962-1105,1365-2869,England,Psychophysiology,1992,9214441
Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association.,J Stroke Cerebrovasc Dis,1052-3057,1532-8511,United States,Brain; Vascular Diseases,1991,9111633
Journal of the International Neuropsychological Society : JINS.,J Int Neuropsychol Soc,1355-6177,1469-7661,England,Neurology; Psychology,1995,9503760
Journal of the history of the neurosciences.,J Hist Neurosci,0964-704X,1744-5213,England,History of Medicine; Neurology,1992,9441330
Journal of the neurological sciences.,J Neurol Sci,0022-510X,1878-5883,Netherlands,Neurology,1964,0375403
Journal of the peripheral nervous system : JPNS.,J Peripher Nerv Syst,1085-9489,1529-8027,United States,Neurology,1996,9704532
L'Encéphale.,Encephale,0013-7006,,France,Brain,1906,7505643
Laterality.,Laterality,1357-650X,1464-0678,England,Neurology,1996,9609064
Learning & memory.,Learn Mem,1072-0502,1549-5485,United States,Neurology,1994,9435678
Metabolic brain disease.,Metab Brain Dis,0885-7490,1573-7365,United States,Brain; Metabolism,1986,8610370
Molecular and cellular neurosciences.,Mol Cell Neurosci,1044-7431,1095-9327,United States,Cell Biology; Molecular Biology; Neurology,1990,9100095
Molecular brain.,Mol Brain,,1756-6606,England,Brain; Molecular Biology,2008,101468876
Molecular neurobiology.,Mol Neurobiol,0893-7648,1559-1182,United States,Molecular Biology; Neurology,1987,8900963
Molecular neurodegeneration.,Mol Neurodegener,,1750-1326,England,Molecular Biology; Neurology,2006,101266600
Molecular pain,Mol Pain,,1744-8069,United States,Molecular Biology; Neurology; Psychophysiology,2005,101242662
Motor control.,Motor Control,1087-1640,,United States,Neurology; Psychophysiology,1997,9706297
Movement disorders : official journal of the Movement Disorder Society.,Mov Disord,0885-3185,1531-8257,United States,Neurology,1986,8610688
Movement disorders clinical practice.,Mov Disord Clin Pract,,2330-1619,United States,Neurology,2014,101630279
Multiple sclerosis : clinical and laboratory research.,Mult Scler,1352-4585,1477-0970,England,Neurology,1995,9509185
Multiple sclerosis and related disorders.,Mult Scler Relat Disord,2211-0348,2211-0356,Netherlands,Neurology,2012,101580247
Multisensory research.,Multisens Res,2213-4794,2213-4808,Netherlands,Ophthalmology; Psychophysiology,2013,101604290
Muscle & nerve.,Muscle Nerve,0148-639X,1097-4598,United States,Neurology; Physiology,1978,7803146
Nature neuroscience.,Nat Neurosci,1097-6256,1546-1726,United States,Neurology,1998,9809671
Nature reviews. Neurology.,Nat Rev Neurol,1759-4758,1759-4766,England,Neurology,2009,101500072
Nature reviews. Neuroscience.,Nat Rev Neurosci,1471-003X,1471-0048,England,Neurology,2000,100962781
Network : computation in neural systems.,Network,0954-898X,1361-6536,England,Neurology,1990,9431867
Neural networks : the official journal of the International Neural Network Society.,Neural Netw,0893-6080,1879-2782,United States,Computational Biology; Neurology,1988,8805018
Neural plasticity.,Neural Plast,2090-5904,1687-5443,United States,Neurology,1998,100883417
Neuro endocrinology letters.,Neuro Endocrinol Lett,0172-780X,2354-4716,Sweden,Endocrinology; Neurology,1979,8008373
Neuro-Chirurgie.,Neurochirurgie,0028-3770,1773-0619,France,Neurosurgery,1955,0401057
Neuro-Signals.,Neurosignals,1424-862X,1424-8638,Switzerland,Cell Biology; Neurology,2002,101134359
Neuro-degenerative diseases.,Neurodegener Dis,1660-2854,1660-2862,Switzerland,Neurology,2004,101189034
Neuro-oncology.,Neuro Oncol,1522-8517,1523-5866,England,Neoplasms; Neurology,1999,100887420
NeuroImage. Clinical.,Neuroimage Clin,,2213-1582,Netherlands,Diagnostic Imaging; Neurology,2012,101597070
NeuroRehabilitation.,NeuroRehabilitation,1053-8135,1878-6448,United States,Neurology; Physical and Rehabilitation Medicine,1991,9113791
